VKM_Motorcycle_major,VKM_Taxi_major,VKM_Petrolcar_major,VKM_Dieselcar_major,VKM_PLgv_major,VKM_DLgv_major,VKM_Bus_major,VKM_Coach_major,VKM_ElectricCar_major,VKM_ElectricLgv_major,VKM_Rigid_major,VKM_Artic_major,VKM_Motorcycle_minor,VKM_Taxi_minor,VKM_Bus_minor,VKM_Coach_minor,VKM_Rigid_minor,VKM_Artic_minor,VKM_Petrolcar_minor,VKM_Dieselcar_minor,VKM_Electriccar_minor,VKM_Petrollgv_minor,VKM_Diesellgv_minor,VKM_Electriclgv_minor,PM10_Total
0.5144440619794233,0.5349955121755579,0.2385297291696721,0.23664079226114737,0.2060110793128437,0.20609640759334918,0.24013041141874117,0.14435861001271794,0.7081054280437218,0.7782636853510101,0.19392420988141593,0.14959821473289803,0.057803047273215794,0.05442630072090391,0.0,0.09477334568933386,0.059002044756084504,0.05927885640129739,0.0647890383250856,0.06478903832508541,0.06478903832508533,0.06117580473039016,0.06117580473038988,0.06117580473039001,0.22388113833858617
0.1396338917480537,0.24952968797342678,0.6505030340105218,0.23664079226114737,0.2060110793128437,0.9254547506831647,0.026674834345908182,0.41545886215819605,0.08927662531702871,0.09293324645804756,0.9360799432728582,0.14959821473289803,0.0887166892075676,0.08354976382128776,0.0,0.14549800526310255,0.0905839962253581,0.09115453841392097,0.0994494263104648,0.09944942631046474,0.0994494263104645,0.09390429047617073,0.0939042904761705,0.09390429047617067,0.6672837689147196
0.16166976457675397,0.2696477992675849,0.6233952918245795,0.23664079226114737,0.2060110793128437,0.8729593602701586,0.0,0.32071489893700267,0.04249530484362693,0.03380394147672491,0.19392420988141593,0.14959821473289803,0.23989151056209143,0.22589704543853192,0.0,0.3933266274318299,0.24485448107792257,0.24623270201819683,0.26884959811566755,0.2688495981156674,0.2688495981156679,0.2538554318495774,0.25385543184957604,0.25385543184957704,0.7660785480235152
0.23911256090673236,0.3568512573485889,0.8756839897084294,0.23664079226114737,0.2060110793128437,0.20609640759334918,0.0,0.6223452151497876,0.018741012520365453,0.014908002020086984,0.19392420988141593,0.14959821473289803,0.0694458008046447,0.06540960469915376,0.0,0.11385370602718241,0.07088870969865275,0.07125760198374473,0.0778334251088886,0.07783342510888852,0.07783342510888869,0.07349227937791274,0.07349227937791243,0.0734922793779126,0.22388113833858617
0.342629290614848,0.4519626810418387,0.2385297291696721,0.23664079226114737,0.2060110793128437,0.20609640759334918,0.0,0.7827469619315475,2.4565698335290703e-05,0.0,0.19392420988141593,0.14959821473289803,0.08014626345254783,0.07544823803382701,0.0,0.13138756710488886,0.08179035256826934,0.08221493845741991,0.08980016798958301,0.08980016798958276,0.08980016798958276,0.0847883790960009,0.08478837909600057,0.08478837909600075,0.22388113833858617
0.38197535812885774,0.4811030775482263,0.2385297291696721,0.23664079226114737,0.2060110793128437,0.20609640759334918,0.018122219268549795,0.7842322693966934,0.08998987481119614,0.08268834204687212,0.19392420988141593,0.14959821473289803,0.16149851100994714,0.152079412583019,0.0,0.2647746125303753,0.16483053669887057,0.16572180296782962,0.18098925213962,0.18098925213961975,0.18098925213962028,0.1708960757472973,0.17089607574729665,0.17089607574729687,0.22388113833858617
0.32074784229116077,0.42309883804784054,0.2385297291696721,0.23664079226114737,0.2060110793128437,0.20609640759334918,0.0,0.7327581324088503,0.0,0.0,0.19392420988141593,0.14959821473289803,0.03943656870801377,0.037132092276033195,0.0,0.06466122100277161,0.04025357014197039,0.040494579410840205,0.04419779650693769,0.04419779650693769,0.044197796506937816,0.04173288620405013,0.04173288620404987,0.04173288620405005,0.9808457895933204
0.39636399361627667,0.28004149082275,0.9446540772212312,0.9857192808278659,0.2060110793128437,0.999608755847225,0.33557531980996436,0.7054672301383964,0.23085831229999762,0.20771161576549282,0.7380157412650157,0.14959821473289803,0.046234931511286506,0.043526734721456135,0.0,0.07580567774835957,0.047202025376071495,0.04748347928132241,0.05182030504326877,0.051820305043268955,0.051820305043269115,0.04893040792888249,0.048930407928882265,0.04893040792888231,0.5536565433194103
0.20861915002962114,0.22187668512710806,0.6871399016249381,0.8872473666366497,0.9387491095874496,0.7788950218946712,0.15947225108157628,0.4366874975729447,0.5337294404025769,0.5555901049206382,0.7186836893022827,0.14959821473289803,0.3125794874174775,0.2943532446082606,0.0,0.5124979677716006,0.3190524264061356,0.32087619815642054,0.35031665045804045,0.3503166504580398,0.35031665045804095,0.3307787526232167,0.3307787526232148,0.33077875262321477,0.6173725385297739
0.20163056701249804,0.36254226477047624,0.9149920125044769,0.23664079226114737,0.2060110793128437,0.20609640759334918,0.0,0.5005066615438482,0.0,0.0,0.19392420988141593,0.14959821473289803,0.23422768551284184,0.22056272055325368,0.0,0.38402476337642977,0.2390836556382042,0.24035258335237555,0.26250605245219716,0.26250605245219705,0.2625060524521973,0.24786500259913474,0.24786500259913347,0.24786500259913416,0.22388113833858617
0.18958161802060985,0.340877626713131,0.8603143301966745,0.23664079226114737,0.2060110793128437,0.20609640759334918,0.0,0.4705976089413811,0.0,0.0,0.19392420988141593,0.14959821473289803,0.061755783381051546,0.05815051809513411,0.0,0.10127767943093474,0.06303098012453717,0.06336803861200797,0.06920848137463559,0.06920848137463553,0.06920848137463553,0.06534724798686403,0.06534724798686374,0.0653472479868639,0.22388113833858617
0.28315266382764376,0.4025635371472544,0.2385297291696721,0.23664079226114737,0.2060110793128437,0.20609640759334918,0.0656783267599709,0.6140851998097484,0.20315229472110227,0.18336600366593026,0.19392420988141593,0.14959821473289803,0.13654415808916553,0.12854852455575128,0.0,0.22384517226609685,0.13937426333916286,0.14011773488379214,0.15302478413450157,0.15302478413450102,0.15302478413450166,0.14449257591382328,0.14449257591382272,0.14449257591382297,0.22388113833858617
0.19051938194502813,0.3425637751082675,0.8645698680011403,0.23664079226114737,0.2060110793128437,0.20609640759334918,0.0,0.4729254161686342,0.0,0.0,0.19392420988141593,0.14959821473289803,0.01285671153865764,0.012106531358459207,0.0,0.021077684136836472,0.013121777627688217,0.01319359456964834,0.01440872681509081,0.014408726815090773,0.014408726815090839,0.013605137561259834,0.013605137561259858,0.013605137561259865,0.22388113833858617
0.24192253868339295,0.37124015003592703,0.2385297291696721,0.23664079226114737,0.2060110793128437,0.20609640759334918,0.004819193507275755,0.4869539448567282,0.18415204220033923,0.11638636393729788,0.19392420988141593,0.14959821473289803,0.09947534763757764,0.09368639408285735,0.0,0.16310093628812625,0.10153388818670658,0.10207725341019046,0.11148716427663787,0.11148716427663793,0.11148716427663814,0.10526907863345175,0.10526907863345203,0.10526907863345221,0.22388113833858617
0.16819487952966342,0.2561348827287867,0.5242651641677342,0.9410713563861958,0.2060110793128437,0.7007201191467437,0.0,0.2431541494108183,0.09137855631586961,0.07259268664970919,0.8955353275570018,0.14959821473289803,0.023534826720293885,0.02216416252435935,0.0,0.038589978887918125,0.024020210954779277,0.024149029265336495,0.026376411529485676,0.026376411529485624,0.026376411529485715,0.024905249631496186,0.02490524963149606,0.02490524963149614,0.6341016223650953
0.027258617503072263,0.04014207476171503,0.10134729983198315,0.19669401635514522,0.25000581157354873,0.16531294546589323,0.0,0.0766088368256114,0.0,0.0,0.16864619670249975,0.14959821473289803,0.04708434313333274,0.044252555898526794,0.0,0.07725154918417562,0.048023026333069006,0.04795643165453283,0.0527411953144603,0.05274119531446034,0.052741195314460455,0.04979459534739857,0.049794595347398315,0.04979459534739847,0.1278212050573014
0.3065722971903414,0.4499457137408123,0.2385297291696721,0.23664079226114737,0.2060110793128437,0.20609640759334918,0.0,0.8349324475924065,0.014637248436586932,0.01155423443106133,0.19392420988141593,0.14959821473289803,0.09116139197101615,0.08584472267444407,0.0,0.14947543943000347,0.09304137188920814,0.09358829656109431,0.10216696769903857,0.10216696769903805,0.10216696769903873,0.09646853295951557,0.0964685329595156,0.09646853295951566,0.22388113833858617
0.384024337405957,0.4307464734454673,0.2385297291696721,0.23664079226114737,0.2060110793128437,0.20609640759334918,0.052899519726506,0.7935276208929627,0.30305523297508813,0.3230694358474918,0.19392420988141593,0.14959821473289803,0.08694498880331901,0.08185682397986689,0.0,0.14249628807142778,0.08870775480402456,0.08928039126499003,0.09742094580892195,0.09742094580892154,0.09742094580892167,0.09198857015771865,0.09198857015771882,0.09198857015771908,0.22388113833858617
0.09414754152194951,0.12419012747976126,0.3132927789612693,0.607337019960842,0.6968550934994984,0.46097636124232566,0.0,0.21508290189489318,0.0008359154800585824,0.000668846090620963,0.39678353626604745,0.14959821473289803,0.2907552495273269,0.27379807706653064,0.0,0.47672256051376105,0.2967701211670107,0.2984636346758828,0.3258523329200331,0.3258523329200343,0.32585233292003546,0.3076794302045296,0.30767943020452865,0.30767943020452904,0.2919909473282164
0.02478988348562509,0.027878485640663336,0.027367780299300752,0.026889896021041578,0.02051792670913746,0.020678705747034315,0.0,0.0,0.031359372246553704,0.024981562027691858,0.02245305976482293,0.022733486074799823,0.37658871310895137,0.354630936921266,0.0,0.617465837314089,0.3843838025153711,0.38651639667557214,0.4220532047474089,0.42205320474741137,0.4220532047474127,0.39851549438952194,0.39851549438952044,0.39851549438952094,0.02170288358330672
0.1520658345370389,0.1754458372549138,0.17187148792308443,0.16887034274210105,0.1286246069665871,0.12963251292370923,0.007476653368996499,0.014796950697451055,0.1969389519137138,0.15660664173209507,0.20053437950829064,0.21437449015263277,0.3199728739829135,0.3013015923544223,0.0,0.5246008364224433,0.3265887746512841,0.32840803083732734,0.3585890818329181,0.3585890818329201,0.35858908183292093,0.3385899507646149,0.33858995076461273,0.3385899507646132,0.15715001028398026
0.270215981625181,0.2280114322943515,0.6293877780338776,0.6183976823534266,0.518252169463595,0.5223132077144598,0.2361586026876403,0.4673785219518548,0.721184012840824,0.6309969277585401,0.5042525966139235,0.8906168627268857,0.16550493055247703,0.15584752499652027,0.0,0.27135409483678646,0.16892274160441395,0.16989538608349108,0.1854787670214071,0.18547876702140687,0.18547876702140711,0.1751353010357046,0.17513530103570368,0.17513530103570432,0.406964806306571
0.341808844074246,0.23009752748285028,0.7977910286480469,0.7838603486382801,0.8406726028477168,0.8472601364805249,0.22332847500736633,0.44198657754070253,0.9141488848832331,0.20771161576549282,0.6450887949641737,0.14959821473289803,0.194257826721543,0.18293031716956182,0.0,0.3185106225109291,0.1982766682194605,0.1993482545601402,0.2177106636951368,0.21771066369513645,0.21771066369513697,0.20556950673612076,0.2055695067361204,0.20556950673612107,0.4269693220666772
0.10085673070330974,0.05706344575699268,0.21544133178788544,0.2116793889403945,0.17687872065853674,0.17826474717744514,0.0724641558355978,0.1434128999049298,0.24686345940164614,0.21535834463928372,0.11723252418704327,0.08431866437307516,0.059680731653545135,0.05621549436672846,0.0,0.0978461689070617,0.060904562731856446,0.06124245735203938,0.06686269911366934,0.0668626991136691,0.06686269911366892,0.06313586133325184,0.06313586133325158,0.06313586133325173,0.1357778760969629
0.030825764247689444,0.0026663193481885404,0.14521950216280774,0.14268374236711792,0.0827141217559147,0.08336227188847507,0.00507907818006546,0.010051939779711225,0.16639977287084043,0.10070841915480729,0.20832183076275956,0.21763261925474503,0.04487716438419402,0.042257336762938004,0.0,0.07359663275494374,0.04580683520879836,0.04604026567350637,0.05029273545187844,0.05029273545187845,0.050292735451878554,0.04748754187084313,0.04748754187084293,0.047487541870842837,0.11378952838188494
0.002254830298873846,0.00019503482880297847,0.01062245629444917,0.010436971581984462,0.00605033848897863,0.006097749107751068,0.0003715223174594627,0.0007352751482697484,0.012171742007110846,0.007366577939068211,0.015238239420323495,0.015919301139651617,0.11646533477138456,0.10967020805623179,0.0,0.19093840368305906,0.1188718626238595,0.11949896861734315,0.13052183388142002,0.1305218338814195,0.13052183388142036,0.12324173939799492,0.12324173939799468,0.12324173939799482,0.008323429525653082
0.05227442191222078,0.058161959193828994,0.05848382095279008,0.05746260190395899,0.04358072618969641,0.0439222259585059,0.0,0.0,0.06701368878301757,0.05306162898198203,0.06648091051776227,0.06392231980267228,0.145740986925625,0.1372392942711853,0.0,0.23893612144121423,0.14875345040327304,0.14960827967985463,0.1633263193487283,0.1633263193487282,0.1633263193487282,0.15421727480334402,0.15421727480334343,0.1542172748033437,0.04651376803508936
0.007058672840956495,0.009261141861020256,0.009501092933389538,0.009335188980292444,0.007058248858119087,0.007113557490259678,0.0,0.0,0.010886827751057218,0.00859375726190997,0.01069588585681867,0.0,0.004055021103617801,0.003817050600680767,0.0,0.006651330495574151,0.004139426823511664,0.0041495141313728934,0.004545314589385512,0.00454531458938552,0.004545314589385534,0.004291705127977723,0.004291705127977706,0.004291705127977708,0.007738171315393789
0.007854107953417497,0.010304771107440993,0.010571762037377795,0.01038716252598484,0.00785363619235838,0.007915177501521705,0.0,0.0,0.012113653990440242,0.009562179574164862,0.011901195036190656,0.0,0.07162941702201124,0.06746040226528921,0.0,0.11743093208770686,0.07311438019174164,0.07355564707897148,0.08028073599480674,0.08028073599480649,0.08028073599480692,0.07580413744071608,0.0758041374407158,0.0758041374407157,0.008610178463081453
0.2806598864165081,0.4133104014492341,0.2385297291696721,0.23664079226114737,0.2060110793128437,0.20609640759334918,0.0,0.7887790875510674,0.0,0.0,0.19392420988141593,0.14959821473289803,0.0742583612599969,0.06992921841228274,0.0,0.12175088484507998,0.07580134836622283,0.07623916498133648,0.08322432705382674,0.0832243270538265,0.0832243270538269,0.07858259857943484,0.07858259857943452,0.07858259857943461,0.22388113833858617
0.2797512311266397,0.33887796610779475,0.7209543691390902,0.23664079226114737,0.2060110793128437,0.20609640759334918,0.015950224995391143,0.7334296111808862,0.0918118617148217,0.07292227849476433,0.19392420988141593,0.14959821473289803,0.057987052259800734,0.05459215613949146,0.0,0.09505360989942965,0.059180532435326054,0.05944007384146338,0.0649821691052941,0.06498216910529354,0.06498216910529411,0.06135879301305691,0.061358793013056634,0.06135879301305674,0.8505149941832635
0.05938617389348018,0.06899616845537697,0.08629539901253214,0.1144123062435491,0.1153168228831074,0.09062217720632919,0.00857616418934677,0.05083165159942439,0.06345840416158004,0.050481211669825755,0.08541815977716467,0.5459266334126424,0.31460296357685674,0.29626839858062887,0.0,0.5158151587564427,0.32110809424728903,0.3228462458373025,0.3525830202833974,0.35258302028339766,0.3525830202833986,0.332920054653705,0.3329200546537023,0.33292005465370433,0.08350589541436096
0.393907603958472,0.45454757769622667,0.2385297291696721,0.23664079226114737,0.2060110793128437,0.20609640759334918,0.03183733486363275,0.9177840068583716,0.12329533509662648,0.11147710148675156,0.19392420988141593,0.14959821473289803,0.05807182679940675,0.05471400376407413,0.0,0.09520922582735233,0.05926471098553657,0.05964489392382541,0.06508735357211133,0.06508735357211104,0.0650873535721115,0.06145814310868863,0.061458143108688405,0.06145814310868825,0.22388113833858617
0.14861632639459726,0.011885030604530132,0.239939234711757,0.23574952013672346,0.20857667921281975,0.2102110918065927,0.08293202086673176,0.16412972000194764,0.27493438253271374,0.2539521328421809,0.05639995914981733,0.05707521367939254,0.22974974323859637,0.21634306151129085,0.0,0.37668910171923276,0.23449976586153085,0.235722808240626,0.2574809770568225,0.25748097705682216,0.25748097705682294,0.24312096467816166,0.24312096467816038,0.24312096467816166,0.15091210267592572
0.022491296243267796,0.025827884605418964,0.025528756826801703,0.025082984776689805,0.019123321298948982,0.01927317217050259,0.006685425038245563,0.01323104065418266,0.02925212712058645,0.023283562904648784,0.021416594599302084,0.02175852779526287,0.23517589553422838,0.22142291556086355,0.0,0.38558670019219954,0.24004067929271872,0.2415284776770525,0.2635704650245376,0.26357046502453746,0.2635704650245382,0.24887113396150098,0.24887113396149887,0.24887113396150057,0.021893998106659537
0.1462163856526727,0.13523273892946555,0.31225837298478876,0.3068058530663934,0.20108624315848722,0.20266196048936616,0.09925982530119444,0.1964438725098349,0.3578012702690196,0.24483216689443188,0.2063560170349484,0.33672097271966717,0.5261486250115041,0.4954675286088421,0.0,0.862664165132881,0.5370321372428446,0.5400016478988608,0.5896669955464441,0.5896669955464451,0.5896669955464467,0.5567795252943718,0.5567795252943698,0.5567795252943689,0.1989368411135281
0.26343071770962495,0.22422252911263055,0.5252400759994922,0.5160685622016331,0.38528901528635595,0.38830815060485413,0.25272707612782364,0.5001689794636395,0.601846363933912,0.4691078962514246,0.43230616803675564,0.6145864686339594,0.34239490944437023,0.32241878821126274,0.0,0.5613626589928761,0.3494829501580321,0.35145914396434313,0.38372550567456565,0.38372550567456504,0.3837255056745662,0.3623252207897714,0.36232522078977014,0.36232522078977036,0.4343912266929317
0.38635320766561365,0.26008372621164766,0.9018721961791147,0.8861240960833197,0.9502286507140968,0.957674668550568,0.2524325340845297,0.49958605500829173,0.23085831229999762,0.20771161576549282,0.729156455382462,0.14959821473289803,0.15832339055438932,0.1490968539503737,0.0,0.259591357847051,0.1616041345959,0.16243945644123697,0.17743558452249644,0.17743558452249614,0.17743558452249655,0.16753969141817704,0.16753969141817635,0.16753969141817646,0.4847239647154897
0.01655561693247686,0.009750310595157496,0.03330518766971098,0.03272362696592844,0.028291152678067533,0.028512842928405713,0.012337865130283909,0.02441771378644438,0.038162750740237616,0.03444583828965978,0.014768069637767473,0.00886265598937173,0.12132332392200236,0.11425805698773117,0.0,0.19893976703395344,0.12384464159585615,0.12454858308928271,0.13597698696533625,0.13597698696533578,0.1359769869653361,0.12839380950844442,0.1283938095084444,0.12839380950844453,0.020382254693570995
0.09306959716837597,0.04822000264651689,0.18174325056143703,0.17856972895416026,0.14702756951232304,0.14817968158999986,0.06681573205135927,0.13223417539694773,0.20825051156232854,0.1790131332283747,0.07828151864761787,0.05004978460614582,0.2329348904132404,0.21936268714065021,0.0,0.38191061677722193,0.2377578362665926,0.23909482848095115,0.26105603403868505,0.26105603403868444,0.26105603403868555,0.246496592955664,0.246496592955663,0.24649659295566415,0.1266937326590595
0.04282647121049159,0.024787045736757347,0.05792728712746622,0.05691578603027524,0.034634139799083856,0.0349055338709224,0.011840035588079258,0.023432465597423926,0.06637598447505898,0.04216873000531998,0.03622942326732632,0.036633575905137446,0.055968710296957824,0.052705176232831503,0.0,0.09177256561332525,0.05713075417881014,0.05743997322376474,0.06273335892963773,0.06273335892963784,0.06273335892963763,0.05923533988461368,0.05923533988461341,0.05923533988461347,0.044555137977717124
0.07890195195821299,0.0871211808269044,0.08877531364431379,0.0872251577228546,0.06627414628955959,0.06679347232229749,0.0,0.0,0.10172319700139243,0.08069195878488204,0.08252514997390704,0.07115202077385682,0.1664705107758604,0.15677396886370093,0.0,0.27294028560567085,0.1699157017654121,0.17090818065311864,0.18656614918820477,0.18656614918820427,0.1865661491882048,0.17616116476772825,0.17616116476772808,0.17616116476772856,0.07216777183692422
0.020660718317952066,0.024180356135083188,0.024254415801508115,0.02383089574021179,0.01810617654650742,0.01824805704381122,0.0,0.0,0.027791923401315265,0.02204514027625782,0.014940217806915334,0.0026942058635484214,0.12889810722836106,0.12138731490277671,0.0,0.21134341171850385,0.1315719719978032,0.13228633456593758,0.14446009747042446,0.14446009747042396,0.14446009747042463,0.13640429959573552,0.13640429959573502,0.13640429959573525,0.017576083697813986
