Household and Garden,Small Waste and Accidental Fires,Agriculture,NRMM Construction,NRMM Industry,C&D Dust,Domestic Gas,Commercial Gas,Domestic Other Fuels,Commercial Other Fuels,Resuspension,Motorcycle_Exhaust,Motorcycle_Brake,Motorcycle_Tyre,Taxi_Exhaust,Taxi_Brake,Taxi_Tyre,Petrol Car_Exhaust,Petrol Car_Brake,Petrol Car_Tyre,Diesel Car_Exhaust,Diesel Car_Brake,Diesel Car_Tyre,Electric Car_Brake,Electric Car_Tyre,Petrol LGV_Exhaust,Petrol LGV_Brake,Petrol LGV_Tyre,Diesel LGV_Exhaust,Diesel LGV_Brake,Diesel LGV_Tyre,Electric LGV_Brake,Electric LGV_Tyre,TfL Bus_Exhaust,TfL Bus_Brake,TfL Bus_Tyre,Non-TfL Bus and Coach_Exhaust,Non-TfL Bus and Coach_Brake,Non-TfL Bus and Coach_Tyre,Artic HGV_Exhaust,Artic HGV_Brake,Artic HGV_Tyre,Rigid HGV_Exhaust,Rigid HGV_Brake,Rigid HGV_Tyre,conct
0.65,0.308666495141723,0.34024236982736683,0.0,0.4984652643804305,0.0,0.3389372796192141,0.1934621945326989,0.19228715161871388,0.13779651809103857,0.0430320525872326,0.07579319827864837,0.09649633384775169,0.07992104270583053,0.04859294126264797,0.0822848960323037,0.0663509025762291,0.08343957160320187,0.10727087536910307,0.08997431820494006,0.145994510137328,0.10145388968412654,0.08746920369523208,0.10928153611332149,0.09954076574924825,0.06676050641793567,0.08708787705606187,0.07089021571765491,0.11909469750371232,0.09126871886465351,0.07176075373283743,0.09710348203254528,0.08694875033785972,0.01392582173952366,0.019907496080875706,0.019876687346853345,0.044104751108577804,0.055021121998815814,0.04325270975215859,0.03431160864882825,0.04845850133418867,0.039382349648683826,0.05360368002116932,0.06492991047262102,0.0507221877802345,0.08599071817588255
0.7099999999999999,0.2793463037465347,0.267165404927197,0.0,0.14212546995827186,0.0,0.3193095820834605,0.30378030700379327,0.016162678133261606,0.24605752573958128,0.14228368025587027,0.19759565207285482,0.2532192102720002,0.2089348841858721,0.18516045936114586,0.31991568932060516,0.25647540903535193,0.19587668707160613,0.25195461702859273,0.2106691770586016,0.21691295346897502,0.23829185539384265,0.20480360983089915,0.2566771967226699,0.23306840910327423,0.1547084256777875,0.20348877279259836,0.16512845478000632,0.16947877115986057,0.2132576912417491,0.1671562465679012,0.22689114789158069,0.20253447733221644,0.01776020402006328,0.024398885410447605,0.024361125826419576,0.056835439589480806,0.06743460078301873,0.053011082089226974,0.24545702064891672,0.2974882518667235,0.23993304255374642,0.2313411443847675,0.2941123463059177,0.22854820708717102,0.12052604810987244
0.27,0.09818083872480808,0.5183890500781807,0.0,0.011657692021256728,0.0,0.09964757405588338,0.3234889715911797,0.0037915554573010424,0.16623904052232666,0.4301993724100226,0.29697473235240573,0.2238893810972909,0.26010464304656045,0.21723875811879234,0.2389823496872483,0.2626070480446572,0.5450996173542197,0.38054412074743993,0.4802340986747302,0.4089147198587948,0.3599083265929406,0.4668631564697955,0.38767695267779684,0.5312946057796082,0.49842250844674835,0.3143922140746588,0.40487731023551243,0.44827561484188644,0.32948529197863535,0.4098492388222253,0.3505491205270544,0.4965928768695288,0.12416082312788365,0.12758735153258305,0.19534358125379786,0.32138706503331704,0.3526309489481141,0.4250778348765089,0.6061773455145852,0.45975321678717496,0.7132561056985695,0.384911134575851,0.3718107969335615,0.4281560723597455,0.18155628364822052
0.41,0.1497804783452887,0.18878213792908788,0.0,0.01903385999428563,0.0,0.07958126607188624,0.14316776819575683,0.09988882528565415,0.23672481115428118,0.6091037929226055,0.37362920886607426,0.09791663139344202,0.268753585765952,0.33953031628051644,0.06848575432315192,0.21333910157035438,0.6871555852221899,0.159709080373582,0.5050297576884099,0.5250367999992999,0.15104852427112408,0.490968441092069,0.16270263083448275,0.5587266434401442,0.8334630016102864,0.17046785234960615,0.5458724218775024,0.9766808581239173,0.17865153012677043,0.5525757826992099,0.19007263234928484,0.6695271617621752,0.111985618972214,0.04045299465267417,0.15628402264540542,0.24861259666391328,0.11180558041854635,0.3400821954092677,0.1345957142094913,0.4065998793814183,0.14440055963875043,0.43437116736916853,0.13363807314669363,0.4455343054944307,0.18063778464093438
0.09,0.033501879396562254,0.37756427585817576,0.0,0.049338723476561916,0.0,0.04532925317219142,0.10940993527082757,0.08987283118328711,0.31167456263348475,0.010043200707134558,0.01766492143473902,0.022637630981739817,0.0186786413334586,0.011213314222421548,0.013031795101322253,0.010447549434585514,0.021202454914925048,0.027353013581830617,0.022870931794447196,0.034777241565817754,0.025869739693191264,0.022234146718084467,0.027865712210007287,0.025302665356491744,0.016939804532371563,0.02225612714934183,0.018060553587907147,0.03187862996206554,0.02332458064744948,0.01828233875690897,0.02481570932506434,0.022151753228300486,0.004863062706913434,0.006951934585243633,0.006941175808614597,0.015401904054615573,0.019214030704239708,0.015104361071325064,0.005226137165641872,0.00674013543446291,0.005436117869755449,0.012398811986678996,0.012578305503247213,0.009774323339597967,0.09504255354997282
0.08,0.028877510016862774,0.6037274454444143,0.0,0.0,0.0,0.011481064493166977,0.142522826597323,0.042812569729987676,0.4481791847111227,0.00801478460325046,0.014098574051621475,0.01806734991312772,0.014907635394605673,0.007750544710498329,0.010398207643349826,0.00833621059419203,0.016920150113251806,0.02182846739735775,0.01825164117762534,0.03341285921750748,0.020644773482877302,0.01774346893412012,0.02223761519587541,0.020192232353049157,0.013518455255205172,0.017761034871895044,0.01441284550218932,0.021547046330667816,0.018613691747529675,0.014589836498613793,0.019803655673593233,0.017677741456158524,0.003880355512627049,0.0055471169748486085,0.005538532286408903,0.012289552264731753,0.01533134044456997,0.012052135512154505,0.004171247601484721,0.0053796471224521435,0.00433884395049564,0.009895304915306411,0.010038555984737178,0.007800740094295432,0.09347830454756467
0.06,0.03672654483910108,0.6583217474429928,0.0,0.0943897189638048,0.0,0.03467090065524727,0.20131781616445898,0.08909583874378164,0.6444091463354413,0.10956046293002876,0.11056312124069903,0.10020369811602237,0.10210166749657029,0.03892215446000562,0.06785486680571724,0.06886407657458646,0.18708555061198667,0.17197770676261587,0.17835326666057788,0.12619961265789306,0.16265185895042072,0.1733874568041744,0.1752012175494769,0.19731653533440183,0.1661483562718504,0.15195222003269354,0.15255005043399883,0.10461054142851955,0.1592470148525521,0.15442337832243025,0.16942759619977402,0.18710672714048907,0.03924587728800275,0.05233176948771261,0.0654918538188306,0.1073441853938892,0.14463660631652314,0.1425136943055612,0.05875953961958884,0.08061677274871207,0.08012485520845739,0.09263616768884526,0.11271872418557767,0.10833215205622578,0.125859468153263
0.09,0.033709337548431736,0.4144109344135284,0.0,0.059426351159315424,0.0,0.010257913746076569,0.1897638044966944,0.0982959451474101,0.32765293226379794,0.11788527224718429,0.0373705498735232,0.03705089093828841,0.03564829355895609,0.005411899426951057,0.00763929283081589,0.006664811617868121,0.12701250611720757,0.12339141746246675,0.12338891358722263,0.09195994172402103,0.11670026195023285,0.11995345151391887,0.12570423795928456,0.13650814130610014,0.07985702097429048,0.07746926266104423,0.07491515324749055,0.04969202103965644,0.08118834209164744,0.07583511784563639,0.0863786718562298,0.09188544413776305,0.004259204458571589,0.006082713631344741,0.006852687816258248,0.012380296049008017,0.0168116435856336,0.014911806578559152,0.14941364094976206,0.21025184817337225,0.2050160352092237,0.14414137748496125,0.2039472310077243,0.19116248819267803,0.1267476113415955
0.04,0.014438755008431387,0.5111741182406815,0.0,0.0,0.0,0.032028211755822406,0.14436756385545862,0.04831842569362247,0.6907878885072363,0.017266516548371524,0.017937673431886167,0.02219427691602088,0.018684198087292957,0.00679945557283501,0.011774169239529661,0.009478844719484087,0.02753897983100442,0.03256770856600603,0.028709931128665264,0.03419533572734671,0.030801657027141403,0.02791057341773139,0.03317815024383799,0.03176249163284701,0.020420782481917366,0.024821676803171603,0.021023882106195477,0.023014595634336596,0.026013295058732573,0.02128205720715797,0.02767631189267398,0.025786355110906135,0.004496406637695377,0.006427348076214799,0.006474411481496823,0.014159531030917346,0.017764157842532297,0.01408865751815313,0.015424358333155625,0.021176748314195786,0.01967214818929744,0.021215172714188723,0.025744315568107624,0.02239577285049756,0.10662869897194005
0.25,0.10065747697236097,0.3347665250859936,0.0,0.18231864329205102,0.0,0.10792875228811154,0.09732810070342486,0.0016294482020549359,0.24131274677092948,0.04922544859416102,0.07272775405415431,0.08309072024662577,0.07330202053441927,0.040146213400994536,0.09610003505061794,0.08337261503658769,0.07185653417148635,0.08401371689025841,0.07470945632176865,0.058823844216685614,0.07945789885660556,0.07262935450184962,0.08558845077721398,0.08265287961438042,0.05772654444553432,0.0677342130975869,0.058438841127092564,0.04690052155747599,0.07098594042822531,0.059156475179257983,0.0755240357997946,0.07167680554720021,0.005388770735555621,0.007703454367388824,0.00769153254278095,0.017066884562964336,0.021291110687073764,0.016737176513210696,0.05283064261433736,0.07869258320491691,0.06924187122349887,0.06138240076621205,0.08831213827327597,0.07436228201866643,0.11362541755597277
0.01,0.0036096887521078467,0.7826822751051258,0.0,0.0,0.0,0.0086427101922968,0.0973272987166591,0.07712121121999693,0.24131274677092948,0.005706195400689626,0.007721625227281081,0.009746580416001183,0.008113746918099086,0.006049460251693802,0.015404367941549953,0.012448909599441072,0.008532554229428209,0.010925258898193629,0.009216786388549145,0.010341253959571247,0.010332814076644619,0.008960167546912139,0.011130039451269539,0.01019675384228766,0.006808053098960395,0.008748722131860804,0.007162303367593952,0.006556609669673517,0.009168723451184422,0.0072502570759391755,0.00975487531739926,0.008784757121254491,0.00015000869232690433,0.00021444317688769186,0.00021411130577879913,0.0004750955572283269,0.000592686501075646,0.0004659173836113154,0.0001606159302229869,0.00020714594514516834,0.0001670693096600605,0.008105066758148241,0.014200795175947556,0.011144699332719273,0.10360616733141415
